sentence1	sentence2	label	genre
You look as hot as that pie , darlin ' , he said , glancing at the cleavage of her firm , young breasts , while her breath quickened with expectation .	he said that she looked as cold as ice cream	contradiction	slate
The Turco-Afghan invaders were regarded as a transient phenomenon that would either soon disappear or , just like others before them , be swallowed up by the great subcontinent .	The Turc-Afghan invaders were a serious threat to the great subcontinent , and were regarded as such .	contradiction	travel
Best known as the site of a pivotal World War II battle in the Pacific , Midway is no longer a military base but is open to the public , managed by the U.S .	Midway is not a military base anymore and the public can go see it under the operation of the U.S .	entailment	travel
Appendix II lists the principles identified in NIST 's Generally Accepted Principles and Practices for Securing Information Technology Systems , September 1996 .	To find NIST 's Generally Accepted Principles and Practices for Securing Information Technology Systems , reference to Appendix II .	entailment	government
Furiously yours , Katharine	Katherine is angry .	entailment	slate
yeah yeah i do n't think they give it to just	They must not give it .	entailment	telephone
In the 1990s , Congress enacted additional laws holding agencies accountable for effective management of public information resources .	New policies regarding public information resources went into effect in the 1990s .	entailment	government
what what kind of engineering were you in oh okay	What kind of engineering wer you doing in the Army ?	neutral	telephone
oh okay yeah i work on uh printers and the peripheral products division basically	Basically , I work on printers and peripheral products .	entailment	telephone
If Davis was losing interest in the tricky harmonies of bop , he was acquiring a more painterly , and no less modernist , approach to sound .	Davis was getting a more painterly approach to sound .	entailment	slate
I know people who do n't go down for their mail until afternoon , who have no telephone answering service , and who , even if they have an e-mail account , do n't log on to see their messages for days at a time .	I know that people do n't go get their mail until the afternoon .	entailment	slate
The rats helped Derry out , and in return she sheltered them from the reptilian predators outside .	The rats helped Derry scavenge food .	neutral	fiction
Although the campus has grown and now occupies sites all around the city , the streets here have cheap eateries , stores selling eclectic clothing , and bookstores ; James Thin , on South Bridge , is the largest bookstore in the city .	The campus is twice as big as it used to be .	neutral	travel
um-hum and they see that with my husband 's retirement a little over a year ago we 're having a wonderful time and i think they look at that and and uh and that way i think we 're doing a lot for our grandchildren	My husband has been retired for roughly a year now .	entailment	telephone
Of these bits of academic immortality , Black-Scholes is probably the most widely used by nonacademics , so they have made a good buy on the formula 's fame value .	Nonacademics most frequently utilize Black-Scholes , a little academic immortality .	entailment	slate
In 1992 , the paper delayed its expose of masher Sen .	The paper delayed the report it was going to publish .	entailment	slate
'I suppose you sabotaged all of the other personality Sims ? '	It was clear that he had sabotaged all the sims .	neutral	fiction
Lakeland Sports Days	Lakeland Athletic Days .	entailment	travel
You can travel by boat into the very heart of the swamp to get a close-up look at the secretive creatures .	You can not access the swamp .	contradiction	travel
